CustomerID,Age,Gender,Country,Income,ProductQuality,ServiceQuality,PurchaseFrequency,FeedbackScore,LoyaltyLevel,SatisfactionScore
116,52,0,4,39540,4,4,20,0,1,74.69
117,50,1,2,106576,1,4,10,0,2,70.77
118,22,1,3,68947,9,4,6,0,2,85.99
119,59,1,2,114199,3,3,1,0,2,76.93
120,56,1,1,96881,3,6,17,1,2,99.16
121,58,1,0,114907,6,9,14,1,1,97.81
122,45,1,3,106990,6,6,17,0,2,100.0
123,24,0,2,31196,4,2,3,2,1,63.03
124,26,0,4,93460,5,7,4,1,0,99.76
125,25,0,3,60328,5,8,1,1,2,79.87
126,29,0,1,91303,6,9,10,0,1,100.0
127,51,0,0,52193,3,3,9,0,2,68.52
128,50,1,0,72818,9,9,14,1,2,100.0
129,65,0,2,73862,7,6,13,2,1,100.0
130,40,1,1,61460,4,10,8,1,0,85.23
131,41,1,1,40368,3,7,8,2,0,72.15
132,54,1,0,95265,10,1,5,0,0,96.28
133,52,1,0,33910,7,9,16,1,2,100.0
134,61,1,1,112935,5,3,19,2,0,89.43
135,57,1,0,77042,2,2,8,2,1,51.15
136,39,1,4,115074,6,9,13,0,2,100.0
137,44,0,0,51341,3,3,4,0,1,57.98
138,52,1,4,104888,7,7,20,1,0,100.0
139,18,1,0,45970,10,3,15,2,0,88.63
140,52,0,3,46546,5,2,12,2,1,77.78
141,54,0,3,60860,7,9,4,1,0,100.0
142,64,1,3,51145,4,3,17,0,1,92.42
143,31,0,4,67042,1,1,9,0,2,26.67
144,20,1,4,65992,1,9,20,2,0,78.83
145,18,1,2,103510,7,3,15,0,0,83.59
146,22,1,2,42746,9,4,7,1,2,97.22
147,43,1,0,101133,6,3,9,1,2,77.17
148,31,0,4,61284,3,2,13,0,1,51.81
149,56,0,3,117613,9,9,9,2,2,100.0
150,44,0,3,44440,9,1,5,2,2,73.83
151,26,1,3,75022,1,7,12,1,1,55.71
152,32,1,0,96759,10,1,9,2,2,89.27
153,32,0,4,114282,5,2,15,0,0,88.23
154,43,0,0,91845,3,4,11,2,1,70.78
155,59,1,1,104405,9,3,16,1,1,100.0
156,30,0,1,36871,7,5,5,2,0,88.46
157,68,0,2,73294,4,10,3,2,1,100.0
158,49,1,4,86112,5,8,1,1,1,100.0
159,56,0,3,50403,9,5,13,2,0,100.0
160,66,1,4,49312,4,2,7,1,2,69.68
161,69,0,2,95901,7,8,9,1,2,100.0
162,49,0,3,59912,5,9,1,2,0,100.0
163,21,1,0,64783,1,1,2,1,0,29.03
164,47,1,3,48172,1,8,5,1,2,73.46
165,54,1,1,57353,6,4,7,2,2,100.0
166,40,1,0,67987,2,7,20,1,2,100.0
167,56,1,3,59206,5,7,4,0,1,79.87
168,62,1,0,94493,2,10,10,0,2,100.0
169,32,0,1,110154,10,8,8,2,0,100.0
170,60,0,1,66852,1,6,14,0,0,77.8
171,46,1,4,60850,8,4,5,1,1,90.13
172,53,1,1,95639,4,8,4,2,2,100.0
173,30,1,1,37706,10,9,15,1,2,100.0
174,49,0,1,65517,5,10,12,1,1,100.0
175,24,0,2,61501,6,1,2,0,1,61.82
176,68,0,1,117771,6,3,9,0,2,100.0
177,39,0,4,114651,4,5,9,2,1,95.71
178,45,1,0,74007,2,9,17,1,1,98.36
179,19,0,2,85498,2,8,16,0,0,100.0
180,59,0,0,77155,1,7,18,1,2,94.69
181,62,0,0,42755,5,6,19,1,0,100.0
182,23,1,4,41681,6,8,2,2,2,100.0
183,45,0,2,93484,10,1,1,0,1,85.16
184,45,1,3,63682,2,2,12,1,1,62.22
185,61,0,1,68904,3,8,2,0,0,100.0
186,61,0,0,49947,3,6,14,2,1,77.78
187,37,0,0,51696,7,7,19,1,2,100.0
188,47,1,4,56756,8,5,3,0,0,92.55
189,28,0,4,103912,2,7,2,0,0,69.02
190,45,0,4,113093,5,9,2,1,1,100.0
191,42,1,2,85553,7,5,11,0,0,100.0
192,56,0,1,37624,8,7,2,2,0,96.23
193,50,0,2,106523,10,4,17,1,0,100.0
194,18,0,4,96950,3,5,12,0,0,81.47
195,44,0,4,63044,6,10,12,2,2,100.0
196,69,0,0,107370,9,5,17,2,2,100.0
197,30,1,2,58424,4,5,1,1,0,67.86
198,58,0,2,58791,6,3,8,2,2,78.6
199,20,0,1,108408,4,5,7,1,0,86.29
200,56,1,2,30250,5,6,7,1,2,90.23
201,23,1,1,76475,3,7,10,1,1,83.65
202,25,0,3,43803,4,4,5,1,2,62.44
203,44,0,1,43923,3,3,20,0,1,55.99
204,26,0,4,74616,4,8,14,2,0,93.29
205,54,1,3,69049,6,5,7,2,0,90.6
206,50,0,0,75680,2,7,19,1,2,82.42
207,68,1,0,77689,10,8,11,1,2,100.0
208,59,1,0,36719,1,9,14,2,0,93.53
209,61,1,4,60000,8,6,3,0,0,91.87
210,41,0,0,64287,3,10,6,0,0,100.0
211,32,0,1,75667,4,10,12,0,1,100.0
212,49,0,4,90570,4,7,1,1,2,92.83
213,49,1,2,66360,4,8,19,0,2,100.0
214,41,0,4,108649,8,6,6,0,2,94.44
215,58,0,4,112683,4,6,4,1,0,100.0
216,69,1,2,100685,3,2,14,0,2,64.29
217,66,1,1,38141,6,10,11,0,1,100.0
218,66,1,3,88668,2,5,7,2,2,82.81
219,69,1,2,30924,10,3,6,2,2,100.0
220,29,1,4,97291,9,2,19,1,1,100.0
221,56,0,0,103502,5,5,19,2,1,100.0
222,19,1,2,109568,7,6,11,2,2,100.0
223,20,0,2,67503,1,3,14,1,1,55.01
224,66,1,3,102757,2,7,13,1,0,95.66
225,54,0,4,88958,3,3,12,0,2,78.74
226,66,0,0,111710,4,3,13,0,0,90.0
227,34,1,0,62927,10,6,1,0,2,100.0
228,66,1,3,112314,3,9,12,2,0,100.0
229,19,0,0,116859,2,2,11,2,2,54.35
230,19,1,1,81058,6,6,19,0,2,92.79
231,45,1,2,48802,1,10,5,2,1,82.12
232,40,1,2,59862,8,5,16,1,0,90.61
233,54,1,0,39971,1,4,17,0,2,68.62
234,49,1,0,87032,10,10,3,0,0,100.0
235,50,1,0,70729,2,10,12,2,0,100.0
236,18,1,2,38515,3,2,2,0,0,38.9
237,36,1,0,54076,4,8,17,1,2,80.38
238,19,0,1,67148,5,3,20,2,2,82.28
239,61,0,1,77342,4,4,12,2,1,90.22
240,43,1,2,65400,6,9,12,1,1,100.0
241,49,1,4,75737,3,9,12,0,0,100.0
242,23,0,4,57069,8,6,8,0,0,100.0
243,49,1,4,70679,2,10,8,2,2,94.05
244,21,1,1,109046,9,3,8,0,0,97.77
245,28,1,3,51702,7,7,5,1,2,100.0
246,34,1,4,116036,8,2,6,0,1,100.0
247,55,0,3,101153,6,7,12,1,2,96.7
248,41,1,2,102364,5,4,20,2,0,100.0
249,22,0,1,78538,5,6,14,2,0,100.0
250,69,1,4,115188,7,9,13,1,1,100.0
251,51,0,1,98423,4,7,7,0,1,92.13
252,23,0,2,91710,1,8,8,0,0,78.48
253,39,0,1,79740,6,9,3,2,2,93.73
254,28,1,0,95195,5,5,19,0,1,86.09
255,65,1,4,59050,7,1,8,2,0,66.78
256,33,1,1,112862,1,8,17,1,0,100.0
257,50,0,1,39759,7,4,6,2,1,82.24
258,26,1,1,115027,10,6,20,2,1,100.0
259,23,1,2,31712,2,7,14,0,1,69.13
260,33,0,4,78564,7,5,20,2,2,100.0
261,46,1,4,79558,10,9,12,1,1,100.0
262,20,0,0,119233,2,1,15,1,2,73.23
263,37,1,0,93883,3,8,12,2,2,89.01
264,53,0,1,55430,7,7,16,2,1,100.0
265,36,0,4,53933,2,3,14,0,2,55.66
266,43,0,4,117169,4,1,2,1,2,70.48
267,20,0,1,90651,9,1,11,1,2,80.56
268,36,0,3,104142,6,1,6,1,1,79.47
269,37,0,4,102111,8,9,19,1,0,100.0
270,49,0,1,70789,9,4,16,0,2,100.0
271,24,1,1,99700,9,5,19,2,1,100.0
272,69,0,3,74176,7,6,11,2,0,100.0
273,58,1,0,88410,10,1,19,2,1,100.0
274,50,1,1,99062,2,8,1,0,1,90.36
275,57,1,4,70081,6,1,18,2,0,81.13
276,56,0,0,84334,8,10,5,1,0,100.0
277,35,1,0,69195,4,6,12,0,2,81.36
278,57,0,0,115698,9,4,11,1,1,100.0
279,18,1,1,80784,8,2,20,1,1,76.92
280,28,0,4,41227,1,6,2,1,1,37.65
281,45,0,3,33831,8,2,7,1,2,67.54
282,42,1,2,31937,9,8,10,0,2,100.0
283,67,0,2,111550,1,6,19,1,0,84.45
284,40,1,0,89850,9,6,8,0,1,100.0
285,48,0,2,112904,1,2,19,2,0,58.35
286,47,0,2,79960,10,9,7,2,1,100.0
287,59,1,1,86941,7,5,1,1,1,98.36
288,52,0,3,62474,2,7,18,0,1,86.92
289,24,1,2,74107,4,3,16,2,1,57.58
290,33,1,3,47608,8,9,5,1,1,100.0
291,43,1,2,112292,8,4,7,1,2,85.47
292,65,0,0,115313,10,9,11,0,1,100.0
293,69,1,0,114296,7,1,14,1,2,81.6
294,66,1,3,93854,4,9,17,1,0,100.0
295,19,1,3,115623,4,2,9,0,2,62.21
296,18,1,3,113122,6,10,15,2,2,100.0
297,65,0,3,109998,10,2,19,0,2,100.0
298,29,0,4,107967,5,9,3,0,0,99.27
299,22,1,0,103920,9,2,12,1,2,71.22
300,54,1,2,83716,5,7,1,1,2,98.54
301,49,1,4,31265,6,8,14,2,0,93.35
302,26,1,3,84692,8,1,14,2,0,79.42
303,58,1,2,100208,10,6,6,1,0,100.0
304,52,1,0,67296,4,5,2,2,2,84.83
305,36,0,3,40286,10,7,10,1,1,97.61
306,65,1,1,60119,10,10,15,1,2,100.0
307,33,1,3,117437,2,5,12,0,1,75.24
308,20,1,2,97999,2,4,19,0,2,68.56
309,37,1,0,65799,10,2,2,2,1,87.92
310,41,1,3,31830,5,10,15,2,2,100.0
311,50,1,0,111508,2,1,20,2,2,85.46
312,41,0,4,63322,2,3,13,1,1,52.78
313,69,0,1,56038,4,7,18,2,0,100.0
314,28,1,4,65371,7,6,20,0,0,100.0
315,66,0,1,119419,1,7,2,2,0,100.0
316,25,1,4,46770,5,8,2,1,2,90.77
317,53,0,0,69764,3,8,1,1,0,95.06
318,55,1,0,68457,3,10,3,2,1,95.69
319,57,1,4,83082,8,4,19,1,2,98.55
320,37,1,2,88761,4,4,12,2,1,60.86
321,52,0,4,71481,6,1,1,2,2,69.67
322,65,0,3,46336,10,5,3,2,1,100.0
323,42,1,2,37337,1,1,12,1,2,59.43
324,52,1,0,48465,2,6,12,2,2,77.09
325,42,0,4,56777,8,4,12,0,2,94.41
326,46,1,2,72113,6,8,2,0,2,100.0
327,35,1,3,36856,8,5,20,0,0,100.0
328,63,1,1,89381,7,7,6,2,2,100.0
329,35,0,0,108380,6,6,16,1,1,91.32
330,19,0,2,103732,3,6,13,2,2,65.79
331,52,1,2,36169,5,10,10,0,0,100.0
332,33,1,2,102179,7,8,5,1,2,100.0
333,58,0,4,36888,4,2,17,0,1,66.07
334,53,1,0,47742,6,7,4,1,1,90.58
335,50,1,0,115400,1,5,15,1,1,81.58
336,21,1,4,64585,2,3,12,0,1,38.84
337,50,1,4,86411,8,3,20,1,0,100.0
338,31,0,4,112646,6,5,8,0,2,86.84
339,38,1,3,31620,10,2,13,1,2,70.93
340,65,1,2,78661,6,7,5,0,1,100.0
341,37,1,3,84674,8,6,18,0,1,100.0
342,25,0,0,101153,8,10,7,0,1,100.0
343,24,0,4,75097,1,4,10,0,1,65.09
344,20,0,2,62227,9,8,8,2,0,100.0
345,34,1,1,106958,4,5,2,1,2,89.1
346,50,1,2,38441,2,7,2,0,0,72.7
347,65,1,1,30330,3,8,12,1,2,79.73
348,29,0,2,97408,7,8,3,0,1,100.0
349,68,0,4,62480,9,6,8,2,1,100.0
350,39,1,1,35482,7,9,11,0,1,100.0
351,39,1,1,54025,1,8,11,2,2,75.63
352,63,0,0,35539,6,5,10,0,2,100.0
353,47,1,2,35569,6,2,19,1,0,81.23
354,55,1,3,44199,5,9,19,0,2,100.0
355,55,1,3,39406,1,10,18,1,1,100.0
356,62,0,0,118433,5,10,12,2,0,100.0
357,68,1,0,52806,5,9,7,1,1,100.0
358,25,0,0,60769,8,5,7,0,2,90.51
359,44,1,4,82544,5,8,13,0,0,100.0
360,44,0,4,35117,5,1,16,0,0,62.5
361,51,0,4,77801,9,10,15,0,0,100.0
362,38,0,4,105428,6,8,19,2,1,100.0
363,47,1,0,68276,9,2,11,1,0,96.86
364,50,1,0,34706,10,2,13,2,0,100.0
365,45,1,4,39845,9,4,3,2,1,100.0
366,64,0,4,59941,4,3,20,0,1,81.1
367,50,0,1,73929,3,9,12,2,0,100.0
368,22,1,2,61529,7,10,6,2,2,100.0
369,65,0,1,68554,4,3,3,2,0,85.45
370,36,0,2,115941,6,9,6,1,1,100.0
371,21,1,4,77185,6,5,15,1,2,100.0
372,52,0,4,35722,8,8,1,2,1,100.0
373,66,1,4,59304,9,7,12,1,0,100.0
374,34,1,1,108282,7,8,1,0,0,100.0
375,61,0,0,119879,6,9,5,2,2,100.0
376,45,1,2,115373,1,2,13,0,0,65.07
377,47,0,1,100310,4,9,6,1,1,100.0
378,46,1,4,65654,2,1,13,1,2,58.42
379,63,1,0,99003,6,8,10,1,0,100.0
380,23,1,1,84037,2,4,17,0,0,53.56
381,52,1,2,35389,5,4,2,2,2,69.92
382,58,1,4,75522,7,4,17,0,0,88.9
383,54,1,2,103172,6,6,12,0,1,99.94
384,41,1,4,58540,4,10,7,1,2,99.25
385,46,0,4,61144,5,10,10,2,2,92.8
386,66,1,3,63196,6,5,13,0,0,82.22
387,63,1,2,40820,8,6,14,2,2,100.0
388,48,0,0,98706,10,5,6,2,1,100.0
389,52,0,4,84715,4,5,2,1,2,84.72
390,50,1,0,111503,6,5,7,1,0,100.0
391,69,0,1,67129,9,2,19,2,2,100.0
392,38,1,4,87565,9,10,12,0,2,100.0
393,49,1,4,52664,9,5,7,2,1,99.65
394,40,0,4,91333,4,3,19,2,2,100.0
395,50,0,0,75204,7,9,11,2,0,100.0
396,20,1,3,30126,6,10,5,1,1,96.5
397,35,0,2,72223,4,10,20,2,2,100.0
398,42,1,4,73286,10,6,16,1,0,100.0
399,59,1,2,69996,8,1,9,1,0,85.0
400,48,0,2,56206,7,9,7,0,1,100.0
401,20,1,2,47808,9,8,18,0,1,99.38
402,57,0,0,118502,9,10,8,2,1,100.0
403,63,0,2,90692,6,9,16,2,0,100.0
404,41,0,1,78808,6,6,5,2,2,96.44
405,67,1,0,67006,9,2,6,0,1,91.97
406,49,1,0,46698,8,3,8,2,2,77.66
407,64,1,1,90302,8,10,14,0,0,100.0
408,39,0,3,44364,6,8,9,0,1,94.35
409,40,1,3,95034,3,9,3,1,1,100.0
410,19,0,4,53513,2,9,5,0,0,81.18
411,44,0,3,45057,10,1,18,0,0,83.5
412,59,1,4,93959,4,9,4,2,0,96.83
413,19,0,2,106401,5,9,20,1,1,100.0
414,43,1,4,102247,2,2,17,1,1,81.58
415,34,0,3,52708,9,1,20,1,2,76.71
416,57,1,4,37692,6,1,14,2,1,84.26
417,50,0,0,73845,1,3,3,2,0,50.98
418,26,0,3,65594,3,1,8,2,1,48.4
419,60,1,4,49831,1,4,5,0,2,50.74
420,65,1,3,102086,4,10,4,0,1,100.0
421,56,1,1,73504,9,4,4,1,0,80.66
422,46,1,3,37223,4,8,1,1,0,82.57
423,59,1,1,33336,7,6,19,2,2,87.78
424,43,0,4,108970,8,2,7,2,2,81.66
425,52,0,1,51842,10,5,17,2,2,100.0
426,67,1,3,49682,8,9,7,0,1,100.0
427,42,1,0,66831,9,3,12,1,1,94.02
428,41,0,1,40989,1,2,17,0,2,42.03
429,30,0,3,70014,7,2,3,0,1,78.2
430,24,1,0,50754,5,6,17,0,2,90.26
431,53,1,2,99984,9,7,1,1,1,100.0
432,62,1,1,106758,5,8,2,0,1,100.0
433,37,0,1,47627,2,1,8,0,2,39.85
434,18,0,4,82483,5,3,11,1,1,66.55
435,25,0,2,82014,9,10,8,0,1,100.0
436,63,0,4,118478,1,4,10,2,1,72.55
437,33,1,4,104116,7,8,1,1,2,100.0
438,31,1,3,35408,3,10,5,2,2,86.35
439,29,1,4,82527,10,10,6,1,2,100.0
440,68,0,1,109855,4,2,20,0,2,82.67
441,40,0,4,101610,4,10,13,1,1,100.0
442,32,1,0,107025,10,6,5,1,0,100.0
443,45,1,1,38127,2,4,1,1,1,51.89
444,51,0,3,43960,3,8,5,2,0,91.84
445,19,1,4,73368,3,1,5,0,0,45.45
446,49,1,0,41426,7,1,7,0,0,56.71
447,40,0,0,66910,10,10,2,2,1,100.0
448,39,1,1,54630,8,9,12,0,2,100.0
449,68,0,4,73274,8,4,14,2,2,100.0
450,42,1,0,108368,9,2,14,2,0,100.0
451,39,1,4,48373,2,4,17,1,2,59.53
452,39,1,1,99559,10,6,15,2,2,100.0
453,66,0,2,105071,8,3,19,1,2,100.0
454,69,0,0,65804,6,1,2,0,1,78.16
455,59,0,3,65897,4,9,4,0,0,88.83
456,23,0,4,90011,4,7,5,1,2,91.82
457,32,1,1,79043,9,2,19,0,2,76.74
458,60,0,1,89665,4,9,12,0,1,99.01
459,54,1,3,73692,2,4,12,0,1,65.82
460,50,1,2,41386,5,6,20,0,0,96.38
461,25,1,4,114115,2,8,1,1,1,89.5
462,61,1,2,110184,5,4,15,1,0,100.0
463,61,1,1,80385,7,5,10,2,2,100.0
464,22,1,0,98340,2,7,5,0,1,95.2
465,56,1,2,116938,9,5,1,0,1,100.0
466,21,0,0,77377,1,4,10,2,2,44.34
467,23,1,3,71104,10,9,20,0,0,100.0
468,62,0,1,87944,9,7,11,0,0,100.0
469,49,1,0,116788,4,2,12,0,2,83.16
470,69,0,4,60597,3,1,11,0,1,53.28
471,47,1,1,81573,10,9,4,2,0,100.0
472,64,0,3,45335,3,3,12,0,1,66.13
473,52,1,4,96915,9,10,9,0,2,100.0
474,57,0,1,88126,7,9,15,2,2,100.0
475,69,0,2,86870,2,6,7,1,2,89.02
476,33,0,1,74495,3,2,1,0,2,42.66
477,30,1,4,71957,1,5,20,2,2,62.42
478,67,1,0,61892,5,6,13,1,2,73.64
479,59,0,0,69653,5,7,5,0,1,100.0
480,47,0,1,37948,9,4,9,0,2,79.28
481,36,1,1,100940,10,2,3,2,0,100.0
482,34,1,3,117393,3,9,15,1,0,100.0
483,36,1,2,39864,6,10,9,0,0,85.61
484,45,1,3,93170,9,4,6,2,1,97.55
485,43,1,3,112109,3,7,14,2,2,100.0
486,54,0,0,74765,7,1,20,1,0,81.49
487,43,0,0,110706,2,3,14,2,2,65.65
488,40,0,4,109984,6,8,15,2,2,100.0
489,26,0,3,65517,7,8,17,0,0,100.0
490,29,1,4,32493,8,4,20,1,1,95.16
491,18,1,1,66539,2,9,8,2,0,85.24
492,18,0,4,34528,1,6,7,0,2,51.56
493,64,1,0,84438,8,9,17,1,1,100.0
494,51,1,3,30680,7,3,16,2,0,73.15
495,49,0,0,95841,8,7,3,2,1,100.0
496,65,0,1,47377,3,6,18,2,1,85.68
497,42,1,2,109376,7,5,19,0,0,100.0
498,57,0,3,86884,7,6,19,0,0,100.0
499,62,1,0,64169,4,1,10,0,2,75.48
500,18,0,2,94694,9,8,14,0,0,100.0
501,33,1,1,99837,5,7,14,0,0,100.0
502,56,0,2,101408,8,10,8,0,2,100.0
503,22,1,0,68730,10,8,13,2,0,100.0
504,39,1,0,57063,5,1,7,2,1,72.03
505,46,1,1,55344,2,7,11,1,0,80.75
506,20,0,1,38384,2,5,20,2,1,54.07
507,29,1,2,82159,10,4,5,1,2,100.0
508,43,1,2,68542,5,10,17,1,1,100.0
509,33,0,0,66097,4,7,19,2,0,88.9
510,68,0,1,111931,9,7,4,1,1,100.0
511,54,1,4,55516,5,2,10,1,1,75.67
512,39,1,1,61928,2,1,4,1,0,53.73
513,46,0,3,70745,7,6,15,2,1,100.0
514,31,0,3,95750,9,3,6,0,2,99.62
515,45,1,1,62445,1,5,17,0,0,66.06
516,22,1,2,104445,6,1,12,0,0,77.29
517,64,0,3,106234,8,9,6,0,1,100.0
518,66,1,0,109211,3,3,18,1,2,93.78
519,47,1,0,34416,4,5,1,0,0,73.45
520,63,1,0,109479,4,6,14,1,1,99.43
521,69,0,1,99374,6,1,4,0,2,72.05
522,22,0,3,46398,9,9,13,0,2,100.0
523,29,1,2,55765,9,3,16,1,0,81.09
524,33,1,0,101009,9,4,20,1,0,93.26
525,43,1,2,62064,8,3,10,0,2,100.0
526,43,0,0,37617,6,6,3,0,1,83.12
527,65,1,1,96261,3,1,20,0,1,64.72
528,38,0,0,70827,6,9,10,1,1,100.0
529,56,1,1,116093,6,2,17,1,2,100.0
530,53,0,3,79890,4,2,15,1,1,78.2
531,50,1,3,30207,10,4,6,1,0,92.15
532,47,0,2,47298,4,1,5,0,0,65.1
533,54,0,0,52558,7,3,18,1,1,76.54
534,40,1,3,30193,2,10,5,1,0,82.5
535,27,0,4,74911,2,6,5,1,2,80.45
536,22,1,4,67572,9,1,5,2,1,74.17
537,53,0,2,94993,4,5,4,2,2,94.11
538,51,1,3,99573,3,5,17,0,2,100.0
539,69,0,1,52177,2,4,9,0,0,60.27
540,48,0,4,72755,8,2,12,0,0,100.0
541,27,1,3,55379,1,4,16,0,1,57.7
542,36,0,1,61915,1,2,15,0,2,36.34
543,49,1,0,57847,5,10,2,2,2,100.0
544,18,1,3,89049,8,3,9,2,1,87.98
545,22,1,0,119839,10,1,2,0,2,95.11
546,62,0,4,92969,4,3,10,2,2,68.79
547,21,0,0,33566,8,1,10,0,1,83.17
548,33,0,4,84315,9,8,8,1,2,100.0
549,41,1,2,37426,1,1,12,0,0,42.34
550,33,1,2,66859,5,1,11,0,0,66.72
551,19,0,4,39269,6,10,6,1,2,100.0
552,66,1,1,56296,7,7,9,1,2,100.0
553,45,0,2,42939,10,2,3,1,1,79.46
554,49,0,1,113327,9,4,7,0,0,100.0
